Local Rank,Remote Rank,User Type,Size,Latency
15,14,0,1295,-0.000800
15,14,0,1295,-0.000868
15,14,0,1295,0.002154
15,14,0,1295,-0.000050
15,14,0,1295,-0.000072
15,46,0,2319,0.000414
15,14,0,527,-0.001369
15,46,0,1295,-0.002186
15,46,0,1295,-0.000172
15,46,0,1295,-0.001413
15,46,0,1295,0.000601
15,46,0,1295,-0.003179
15,46,0,1295,-0.001166
